geo,TIME_PERIOD,siec,source,nrg_bal,unit,OBS_VALUE
DE,2019,N900H,nuclear,GEP,KTOE,6454.944
DE,2020,N900H,nuclear,GEP,KTOE,5535.856
DE,2021,N900H,nuclear,GEP,KTOE,5944.11
DE,2022,N900H,nuclear,GEP,KTOE,2984.437
DE,2023,N900H,nuclear,GEP,KTOE,620.464
ES,2015,N900H,nuclear,GEP,KTOE,4917.971
ES,2016,N900H,nuclear,GEP,KTOE,5041.531
ES,2017,N900H,nuclear,GEP,KTOE,4990.456
ES,2018,N900H,nuclear,GEP,KTOE,4795.013
ES,2019,N900H,nuclear,GEP,KTOE,5017.111
ES,2020,N900H,nuclear,GEP,KTOE,5012.812
ES,2021,N900H,nuclear,GEP,KTOE,4863.629
ES,2022,N900H,nuclear,GEP,KTOE,5037.833
ES,2023,N900H,nuclear,GEP,KTOE,4890.198
FR,2015,N900H,nuclear,GEP,KTOE,37612.021
FR,2016,N900H,nuclear,GEP,KTOE,34668.571
FR,2017,N900H,nuclear,GEP,KTOE,34252.72
FR,2018,N900H,nuclear,GEP,KTOE,35506.605
FR,2019,N900H,nuclear,GEP,KTOE,34308.821
FR,2020,N900H,nuclear,GEP,KTOE,30424.15
FR,2021,N900H,nuclear,GEP,KTOE,32619.2
FR,2022,N900H,nuclear,GEP,KTOE,25342.308
FR,2023,N900H,nuclear,GEP,KTOE,29080.162
IT,2015,N900H,nuclear,GEP,KTOE,0.0
IT,2016,N900H,nuclear,GEP,KTOE,0.0
IT,2017,N900H,nuclear,GEP,KTOE,0.0
IT,2018,N900H,nuclear,GEP,KTOE,0.0
IT,2019,N900H,nuclear,GEP,KTOE,0.0
IT,2020,N900H,nuclear,GEP,KTOE,0.0
IT,2021,N900H,nuclear,GEP,KTOE,0.0
IT,2022,N900H,nuclear,GEP,KTOE,0.0
IT,2023,N900H,nuclear,GEP,KTOE,0.0
NL,2015,N900H,nuclear,GEP,KTOE,350.648
NL,2016,N900H,nuclear,GEP,KTOE,340.523
NL,2017,N900H,nuclear,GEP,KTOE,292.56
NL,2018,N900H,nuclear,GEP,KTOE,302.216
NL,2019,N900H,nuclear,GEP,KTOE,336.178
NL,2020,N900H,nuclear,GEP,KTOE,351.45
NL,2021,N900H,nuclear,GEP,KTOE,329.145
NL,2022,N900H,nuclear,GEP,KTOE,357.379
NL,2023,N900H,nuclear,GEP,KTOE,342.674
PL,2015,N900H,nuclear,GEP,KTOE,0.0
PL,2016,N900H,nuclear,GEP,KTOE,0.0
PL,2017,N900H,nuclear,GEP,KTOE,0.0
PL,2018,N900H,nuclear,GEP,KTOE,0.0
PL,2019,N900H,nuclear,GEP,KTOE,0.0
PL,2020,N900H,nuclear,GEP,KTOE,0.0
PL,2021,N900H,nuclear,GEP,KTOE,0.0
PL,2022,N900H,nuclear,GEP,KTOE,0.0
PL,2023,N900H,nuclear,GEP,KTOE,0.0
TR,2015,N900H,nuclear,GEP,KTOE,0.0
TR,2016,N900H,nuclear,GEP,KTOE,0.0
TR,2017,N900H,nuclear,GEP,KTOE,0.0
TR,2018,N900H,nuclear,GEP,KTOE,0.0
TR,2019,N900H,nuclear,GEP,KTOE,0.0
TR,2020,N900H,nuclear,GEP,KTOE,0.0
TR,2021,N900H,nuclear,GEP,KTOE,0.0
TR,2022,N900H,nuclear,GEP,KTOE,0.0
TR,2023,N900H,nuclear,GEP,KTOE,0.0
UK,2015,N900H,nuclear,GEP,KTOE,6048.573
UK,2016,N900H,nuclear,GEP,KTOE,6167.333
UK,2017,N900H,nuclear,GEP,KTOE,6047.844
UK,2018,N900H,nuclear,GEP,KTOE,5594.484
UK,2019,N900H,nuclear,GEP,KTOE,4830.949
DE,2015,N900H,nuclear,GEP,TJ,330429.6
DE,2016,N900H,nuclear,GEP,TJ,304682.4
DE,2017,N900H,nuclear,GEP,TJ,274766.4
DE,2018,N900H,nuclear,GEP,TJ,273618.0
DE,2019,N900H,nuclear,GEP,TJ,270255.6
DE,2020,N900H,nuclear,GEP,TJ,231775.2
DE,2021,N900H,nuclear,GEP,TJ,248868.0
DE,2022,N900H,nuclear,GEP,TJ,124952.4
DE,2023,N900H,nuclear,GEP,TJ,25977.6
ES,2015,N900H,nuclear,GEP,TJ,205905.6
ES,2016,N900H,nuclear,GEP,TJ,211078.8
ES,2017,N900H,nuclear,GEP,TJ,208940.4
ES,2018,N900H,nuclear,GEP,TJ,200757.6
ES,2019,N900H,nuclear,GEP,TJ,210056.4
ES,2020,N900H,nuclear,GEP,TJ,209876.4
ES,2021,N900H,nuclear,GEP,TJ,203630.4
ES,2022,N900H,nuclear,GEP,TJ,210924.0
ES,2023,N900H,nuclear,GEP,TJ,204742.8
FR,2015,N900H,nuclear,GEP,TJ,1574740.109
FR,2016,N900H,nuclear,GEP,TJ,1451503.735
FR,2017,N900H,nuclear,GEP,TJ,1434092.864
FR,2018,N900H,nuclear,GEP,TJ,1486590.523
FR,2019,N900H,nuclear,GEP,TJ,1436441.713
FR,2020,N900H,nuclear,GEP,TJ,1273798.321
FR,2021,N900H,nuclear,GEP,TJ,1365700.651
FR,2022,N900H,nuclear,GEP,TJ,1061031.737
FR,2023,N900H,nuclear,GEP,TJ,1217528.219
IT,2015,N900H,nuclear,GEP,TJ,0.0
IT,2016,N900H,nuclear,GEP,TJ,0.0
IT,2017,N900H,nuclear,GEP,TJ,0.0
IT,2018,N900H,nuclear,GEP,TJ,0.0
IT,2019,N900H,nuclear,GEP,TJ,0.0
IT,2020,N900H,nuclear,GEP,TJ,0.0
IT,2021,N900H,nuclear,GEP,TJ,0.0
IT,2022,N900H,nuclear,GEP,TJ,0.0
IT,2023,N900H,nuclear,GEP,TJ,0.0
NL,2015,N900H,nuclear,GEP,TJ,14680.948
NL,2016,N900H,nuclear,GEP,TJ,14257.001
NL,2017,N900H,nuclear,GEP,TJ,12248.921
NL,2018,N900H,nuclear,GEP,TJ,12653.172
NL,2019,N900H,nuclear,GEP,TJ,14075.093
NL,2020,N900H,nuclear,GEP,TJ,14714.507
NL,2021,N900H,nuclear,GEP,TJ,13780.642
NL,2022,N900H,nuclear,GEP,TJ,14962.727
NL,2023,N900H,nuclear,GEP,TJ,14347.055
PL,2015,N900H,nuclear,GEP,TJ,0.0
PL,2016,N900H,nuclear,GEP,TJ,0.0
PL,2017,N900H,nuclear,GEP,TJ,0.0
PL,2018,N900H,nuclear,GEP,TJ,0.0
PL,2019,N900H,nuclear,GEP,TJ,0.0
PL,2020,N900H,nuclear,GEP,TJ,0.0
PL,2021,N900H,nuclear,GEP,TJ,0.0
PL,2022,N900H,nuclear,GEP,TJ,0.0
PL,2023,N900H,nuclear,GEP,TJ,0.0
TR,2015,N900H,nuclear,GEP,TJ,0.0
TR,2016,N900H,nuclear,GEP,TJ,0.0
TR,2017,N900H,nuclear,GEP,TJ,0.0
TR,2018,N900H,nuclear,GEP,TJ,0.0
TR,2019,N900H,nuclear,GEP,TJ,0.0
TR,2020,N900H,nuclear,GEP,TJ,0.0
TR,2021,N900H,nuclear,GEP,TJ,0.0
TR,2022,N900H,nuclear,GEP,TJ,0.0
TR,2023,N900H,nuclear,GEP,TJ,0.0
UK,2015,N900H,nuclear,GEP,TJ,253241.647
UK,2016,N900H,nuclear,GEP,TJ,258213.892
UK,2017,N900H,nuclear,GEP,TJ,253211.134
UK,2018,N900H,nuclear,GEP,TJ,234229.856
UK,2019,N900H,nuclear,GEP,TJ,202262.162
DE,2015,RA100,hydro,GEP,GWH,18976.0
DE,2016,RA100,hydro,GEP,GWH,20546.0
DE,2017,RA100,hydro,GEP,GWH,20150.0
DE,2018,RA100,hydro,GEP,GWH,17693.0
DE,2019,RA100,hydro,GEP,GWH,19731.0
DE,2020,RA100,hydro,GEP,GWH,18721.0
DE,2021,RA100,hydro,GEP,GWH,19657.0
DE,2022,RA100,hydro,GEP,GWH,17624.0
DE,2023,RA100,hydro,GEP,GWH,21244.0
ES,2015,RA100,hydro,GEP,GWH,28140.0
ES,2016,RA100,hydro,GEP,GWH,36395.357
ES,2017,RA100,hydro,GEP,GWH,18322.0
ES,2018,RA100,hydro,GEP,GWH,34334.0
ES,2019,RA100,hydro,GEP,GWH,24646.0
ES,2020,RA100,hydro,GEP,GWH,30507.0
ES,2021,RA100,hydro,GEP,GWH,29626.0
ES,2022,RA100,hydro,GEP,GWH,17590.0
ES,2023,RA100,hydro,GEP,GWH,24996.0
FR,2015,RA100,hydro,GEP,GWH,55556.272
FR,2016,RA100,hydro,GEP,GWH,60839.21
FR,2017,RA100,hydro,GEP,GWH,50001.257
FR,2018,RA100,hydro,GEP,GWH,65111.426
FR,2019,RA100,hydro,GEP,GWH,56913.549
FR,2020,RA100,hydro,GEP,GWH,62523.508
FR,2021,RA100,hydro,GEP,GWH,59537.246
FR,2022,RA100,hydro,GEP,GWH,45481.692
FR,2023,RA100,hydro,GEP,GWH,55895.181
IT,2015,RA100,hydro,GEP,GWH,45537.324
IT,2016,RA100,hydro,GEP,GWH,42431.756
IT,2017,RA100,hydro,GEP,GWH,36198.71
IT,2018,RA100,hydro,GEP,GWH,48786.414
IT,2019,RA100,hydro,GEP,GWH,46318.533
IT,2020,RA100,hydro,GEP,GWH,47551.784
IT,2021,RA100,hydro,GEP,GWH,45388.164
IT,2022,RA100,hydro,GEP,GWH,28397.575
IT,2023,RA100,hydro,GEP,GWH,40517.259
NL,2015,RA100,hydro,GEP,GWH,92.7
NL,2016,RA100,hydro,GEP,GWH,100.079
NL,2017,RA100,hydro,GEP,GWH,60.757
NL,2018,RA100,hydro,GEP,GWH,72.348
NL,2019,RA100,hydro,GEP,GWH,74.182
NL,2020,RA100,hydro,GEP,GWH,46.066
NL,2021,RA100,hydro,GEP,GWH,88.24
NL,2022,RA100,hydro,GEP,GWH,49.998
NL,2023,RA100,hydro,GEP,GWH,69.369
PL,2015,RA100,hydro,GEP,GWH,1832.196
PL,2016,RA100,hydro,GEP,GWH,2139.446
PL,2017,RA100,hydro,GEP,GWH,2559.581
PL,2018,RA100,hydro,GEP,GWH,1969.997
PL,2019,RA100,hydro,GEP,GWH,1958.416
PL,2020,RA100,hydro,GEP,GWH,2118.337
PL,2021,RA100,hydro,GEP,GWH,2339.182
PL,2022,RA100,hydro,GEP,GWH,1968.187
PL,2023,RA100,hydro,GEP,GWH,2409.511
TR,2015,RA100,hydro,GEP,GWH,67145.605
TR,2016,RA100,hydro,GEP,GWH,67230.883
TR,2017,RA100,hydro,GEP,GWH,58218.462
TR,2018,RA100,hydro,GEP,GWH,59938.425
TR,2019,RA100,hydro,GEP,GWH,88822.776
TR,2020,RA100,hydro,GEP,GWH,78094.369
TR,2021,RA100,hydro,GEP,GWH,55926.81
TR,2022,RA100,hydro,GEP,GWH,66802.497
TR,2023,RA100,hydro,GEP,GWH,64002.447
UK,2015,RA100,hydro,GEP,GWH,9036.685
UK,2016,RA100,hydro,GEP,GWH,8329.627
UK,2017,RA100,hydro,GEP,GWH,8753.897
UK,2018,RA100,hydro,GEP,GWH,7942.286
UK,2019,RA100,hydro,GEP,GWH,7691.238
DE,2015,RA100,hydro,GEP,KTOE,1631.642
DE,2016,RA100,hydro,GEP,KTOE,1766.638
DE,2017,RA100,hydro,GEP,KTOE,1732.588
DE,2018,RA100,hydro,GEP,KTOE,1521.324
DE,2019,RA100,hydro,GEP,KTOE,1696.561
DE,2020,RA100,hydro,GEP,KTOE,1609.716
DE,2021,RA100,hydro,GEP,KTOE,1690.198
DE,2022,RA100,hydro,GEP,KTOE,1515.391
DE,2023,RA100,hydro,GEP,KTOE,1826.655
ES,2015,RA100,hydro,GEP,KTOE,2419.604
ES,2016,RA100,hydro,GEP,KTOE,3129.437
ES,2017,RA100,hydro,GEP,KTOE,1575.408
ES,2018,RA100,hydro,GEP,KTOE,2952.193
ES,2019,RA100,hydro,GEP,KTOE,2119.175
ES,2020,RA100,hydro,GEP,KTOE,2623.13
ES,2021,RA100,hydro,GEP,KTOE,2547.377
ES,2022,RA100,hydro,GEP,KTOE,1512.468
ES,2023,RA100,hydro,GEP,KTOE,2149.269
FR,2015,RA100,hydro,GEP,KTOE,4776.98
FR,2016,RA100,hydro,GEP,KTOE,5231.23
FR,2017,RA100,hydro,GEP,KTOE,4299.334
FR,2018,RA100,hydro,GEP,KTOE,5598.575
FR,2019,RA100,hydro,GEP,KTOE,4893.684
FR,2020,RA100,hydro,GEP,KTOE,5376.054
FR,2021,RA100,hydro,GEP,KTOE,5119.282
FR,2022,RA100,hydro,GEP,KTOE,3910.722
FR,2023,RA100,hydro,GEP,KTOE,4806.12
IT,2015,RA100,hydro,GEP,KTOE,3915.505
IT,2016,RA100,hydro,GEP,KTOE,3648.474
IT,2017,RA100,hydro,GEP,KTOE,3112.529
IT,2018,RA100,hydro,GEP,KTOE,4194.877
IT,2019,RA100,hydro,GEP,KTOE,3982.677
IT,2020,RA100,hydro,GEP,KTOE,4088.717
IT,2021,RA100,hydro,GEP,KTOE,3902.68
IT,2022,RA100,hydro,GEP,KTOE,2441.752
IT,2023,RA100,hydro,GEP,KTOE,3483.857
NL,2015,RA100,hydro,GEP,KTOE,7.971
NL,2016,RA100,hydro,GEP,KTOE,8.605
NL,2017,RA100,hydro,GEP,KTOE,5.224
NL,2018,RA100,hydro,GEP,KTOE,6.221
NL,2019,RA100,hydro,GEP,KTOE,6.379
NL,2020,RA100,hydro,GEP,KTOE,3.961
NL,2021,RA100,hydro,GEP,KTOE,7.587
NL,2022,RA100,hydro,GEP,KTOE,4.299
NL,2023,RA100,hydro,GEP,KTOE,5.965
PL,2015,RA100,hydro,GEP,KTOE,157.54
PL,2016,RA100,hydro,GEP,KTOE,183.959
PL,2017,RA100,hydro,GEP,KTOE,220.084
PL,2018,RA100,hydro,GEP,KTOE,169.389
PL,2019,RA100,hydro,GEP,KTOE,168.393
PL,2020,RA100,hydro,GEP,KTOE,182.144
PL,2021,RA100,hydro,GEP,KTOE,201.133
PL,2022,RA100,hydro,GEP,KTOE,169.234
PL,2023,RA100,hydro,GEP,KTOE,207.181
TR,2015,RA100,hydro,GEP,KTOE,5773.483
TR,2016,RA100,hydro,GEP,KTOE,5780.815
TR,2017,RA100,hydro,GEP,KTOE,5005.887
TR,2018,RA100,hydro,GEP,KTOE,5153.777
TR,2019,RA100,hydro,GEP,KTOE,7637.384
TR,2020,RA100,hydro,GEP,KTOE,6714.907
TR,2021,RA100,hydro,GEP,KTOE,4808.84
TR,2022,RA100,hydro,GEP,KTOE,5743.981
TR,2023,RA100,hydro,GEP,KTOE,5503.22
UK,2015,RA100,hydro,GEP,KTOE,777.015
UK,2016,RA100,hydro,GEP,KTOE,716.219
UK,2017,RA100,hydro,GEP,KTOE,752.7
UK,2018,RA100,hydro,GEP,KTOE,682.914
UK,2019,RA100,hydro,GEP,KTOE,661.327
DE,2015,RA100,hydro,GEP,TJ,68313.6
DE,2016,RA100,hydro,GEP,TJ,73965.6
DE,2017,RA100,hydro,GEP,TJ,72540.0
DE,2018,RA100,hydro,GEP,TJ,63694.8
DE,2019,RA100,hydro,GEP,TJ,71031.6
DE,2020,RA100,hydro,GEP,TJ,67395.6
DE,2021,RA100,hydro,GEP,TJ,70765.2
DE,2022,RA100,hydro,GEP,TJ,63446.4
DE,2023,RA100,hydro,GEP,TJ,76478.4
ES,2015,RA100,hydro,GEP,TJ,101304.0
ES,2016,RA100,hydro,GEP,TJ,131023.285
ES,2017,RA100,hydro,GEP,TJ,65959.2
ES,2018,RA100,hydro,GEP,TJ,123602.4
ES,2019,RA100,hydro,GEP,TJ,88725.6
ES,2020,RA100,hydro,GEP,TJ,109825.2
ES,2021,RA100,hydro,GEP,TJ,106653.6
ES,2022,RA100,hydro,GEP,TJ,63324.0
ES,2023,RA100,hydro,GEP,TJ,89985.6
FR,2015,RA100,hydro,GEP,TJ,200002.579
FR,2016,RA100,hydro,GEP,TJ,219021.156
FR,2017,RA100,hydro,GEP,TJ,180004.525
FR,2018,RA100,hydro,GEP,TJ,234401.134
FR,2019,RA100,hydro,GEP,TJ,204888.776
FR,2020,RA100,hydro,GEP,TJ,225084.629
FR,2021,RA100,hydro,GEP,TJ,214334.086
FR,2022,RA100,hydro,GEP,TJ,163734.091
FR,2023,RA100,hydro,GEP,TJ,201222.652
IT,2015,RA100,hydro,GEP,TJ,163934.366
IT,2016,RA100,hydro,GEP,TJ,152754.322
IT,2017,RA100,hydro,GEP,TJ,130315.356
IT,2018,RA100,hydro,GEP,TJ,175631.09
IT,2019,RA100,hydro,GEP,TJ,166746.719
IT,2020,RA100,hydro,GEP,TJ,171186.422
IT,2021,RA100,hydro,GEP,TJ,163397.39
IT,2022,RA100,hydro,GEP,TJ,102231.27
IT,2023,RA100,hydro,GEP,TJ,145862.132
NL,2015,RA100,hydro,GEP,TJ,333.72
NL,2016,RA100,hydro,GEP,TJ,360.284
NL,2017,RA100,hydro,GEP,TJ,218.725
NL,2018,RA100,hydro,GEP,TJ,260.453
NL,2019,RA100,hydro,GEP,TJ,267.055
NL,2020,RA100,hydro,GEP,TJ,165.838
NL,2021,RA100,hydro,GEP,TJ,317.664
NL,2022,RA100,hydro,GEP,TJ,179.993
NL,2023,RA100,hydro,GEP,TJ,249.728
PL,2015,RA100,hydro,GEP,TJ,6595.906
PL,2016,RA100,hydro,GEP,TJ,7702.006
PL,2017,RA100,hydro,GEP,TJ,9214.492
PL,2018,RA100,hydro,GEP,TJ,7091.989
PL,2019,RA100,hydro,GEP,TJ,7050.298
PL,2020,RA100,hydro,GEP,TJ,7626.013
PL,2021,RA100,hydro,GEP,TJ,8421.055
PL,2022,RA100,hydro,GEP,TJ,7085.473
PL,2023,RA100,hydro,GEP,TJ,8674.24
TR,2015,RA100,hydro,GEP,TJ,241724.178
TR,2016,RA100,hydro,GEP,TJ,242031.179
TR,2017,RA100,hydro,GEP,TJ,209586.463
TR,2018,RA100,hydro,GEP,TJ,215778.33
TR,2019,RA100,hydro,GEP,TJ,319761.994
TR,2020,RA100,hydro,GEP,TJ,281139.728
TR,2021,RA100,hydro,GEP,TJ,201336.516
TR,2022,RA100,hydro,GEP,TJ,240488.989
TR,2023,RA100,hydro,GEP,TJ,230408.809
UK,2015,RA100,hydro,GEP,TJ,32532.066
UK,2016,RA100,hydro,GEP,TJ,29986.657
UK,2017,RA100,hydro,GEP,TJ,31514.029
UK,2018,RA100,hydro,GEP,TJ,28592.23
UK,2019,RA100,hydro,GEP,TJ,27688.457
DE,2015,RA130,hydro_pumped,GEP,GWH,5921.0
DE,2016,RA130,hydro_pumped,GEP,GWH,5588.0
DE,2017,RA130,hydro_pumped,GEP,GWH,6005.0
DE,2018,RA130,hydro_pumped,GEP,GWH,6170.0
DE,2019,RA130,hydro_pumped,GEP,GWH,5940.0
DE,2020,RA130,hydro_pumped,GEP,GWH,6554.0
DE,2021,RA130,hydro_pumped,GEP,GWH,5315.0
DE,2022,RA130,hydro_pumped,GEP,GWH,5951.0
DE,2023,RA130,hydro_pumped,GEP,GWH,5443.0
ES,2015,RA130,hydro_pumped,GEP,GWH,3228.0
ES,2016,RA130,hydro_pumped,GEP,GWH,3469.68
ES,2017,RA130,hydro_pumped,GEP,GWH,2748.0
ES,2018,RA130,hydro_pumped,GEP,GWH,2469.0
ES,2019,RA130,hydro_pumped,GEP,GWH,2228.0
ES,2020,RA130,hydro_pumped,GEP,GWH,3491.0
ES,2021,RA130,hydro_pumped,GEP,GWH,3221.0
ES,2022,RA130,hydro_pumped,GEP,GWH,4512.0
ES,2023,RA130,hydro_pumped,GEP,GWH,6109.0
FR,2015,RA130,hydro_pumped,GEP,GWH,4957.091
FR,2016,RA130,hydro_pumped,GEP,GWH,4846.338
FR,2017,RA130,hydro_pumped,GEP,GWH,5133.653
FR,2018,RA130,hydro_pumped,GEP,GWH,5360.689
FR,2019,RA130,hydro_pumped,GEP,GWH,4658.767
FR,2020,RA130,hydro_pumped,GEP,GWH,4500.741
FR,2021,RA130,hydro_pumped,GEP,GWH,4330.798
FR,2022,RA130,hydro_pumped,GEP,GWH,5527.964
FR,2023,RA130,hydro_pumped,GEP,GWH,4194.298
IT,2015,RA130,hydro_pumped,GEP,GWH,1432.144
IT,2016,RA130,hydro_pumped,GEP,GWH,1825.204
IT,2017,RA130,hydro_pumped,GEP,GWH,1825.96
IT,2018,RA130,hydro_pumped,GEP,GWH,1716.337
IT,2019,RA130,hydro_pumped,GEP,GWH,1834.983
IT,2020,RA130,hydro_pumped,GEP,GWH,1943.471
IT,2021,RA130,hydro_pumped,GEP,GWH,2090.196
IT,2022,RA130,hydro_pumped,GEP,GWH,1893.167
IT,2023,RA130,hydro_pumped,GEP,GWH,1551.001
NL,2015,RA130,hydro_pumped,GEP,GWH,0.0
NL,2016,RA130,hydro_pumped,GEP,GWH,0.0
NL,2017,RA130,hydro_pumped,GEP,GWH,0.0
NL,2018,RA130,hydro_pumped,GEP,GWH,0.0
NL,2019,RA130,hydro_pumped,GEP,GWH,0.0
NL,2020,RA130,hydro_pumped,GEP,GWH,0.0
NL,2021,RA130,hydro_pumped,GEP,GWH,0.0
NL,2022,RA130,hydro_pumped,GEP,GWH,0.0
NL,2023,RA130,hydro_pumped,GEP,GWH,0.0
PL,2015,RA130,hydro_pumped,GEP,GWH,603.0
PL,2016,RA130,hydro_pumped,GEP,GWH,482.243
PL,2017,RA130,hydro_pumped,GEP,GWH,474.325
PL,2018,RA130,hydro_pumped,GEP,GWH,417.411
PL,2019,RA130,hydro_pumped,GEP,GWH,706.466
PL,2020,RA130,hydro_pumped,GEP,GWH,818.651
PL,2021,RA130,hydro_pumped,GEP,GWH,761.595
PL,2022,RA130,hydro_pumped,GEP,GWH,1050.121
PL,2023,RA130,hydro_pumped,GEP,GWH,1324.518
TR,2015,RA130,hydro_pumped,GEP,GWH,0.0
TR,2016,RA130,hydro_pumped,GEP,GWH,0.0
TR,2017,RA130,hydro_pumped,GEP,GWH,0.0
TR,2018,RA130,hydro_pumped,GEP,GWH,0.0
TR,2019,RA130,hydro_pumped,GEP,GWH,0.0
TR,2020,RA130,hydro_pumped,GEP,GWH,0.0
TR,2021,RA130,hydro_pumped,GEP,GWH,0.0
TR,2022,RA130,hydro_pumped,GEP,GWH,0.0
TR,2023,RA130,hydro_pumped,GEP,GWH,0.0
DE,2015,RA130,hydro_pumped,GEP,KTOE,509.114
DE,2016,RA130,hydro_pumped,GEP,KTOE,480.482
DE,2017,RA130,hydro_pumped,GEP,KTOE,516.337
DE,2018,RA130,hydro_pumped,GEP,KTOE,530.525
DE,2019,RA130,hydro_pumped,GEP,KTOE,510.748
DE,2020,RA130,hydro_pumped,GEP,KTOE,563.543
DE,2021,RA130,hydro_pumped,GEP,KTOE,457.008
DE,2022,RA130,hydro_pumped,GEP,KTOE,511.694
DE,2023,RA130,hydro_pumped,GEP,KTOE,468.014
ES,2015,RA130,hydro_pumped,GEP,KTOE,277.558
ES,2016,RA130,hydro_pumped,GEP,KTOE,298.339
ES,2017,RA130,hydro_pumped,GEP,KTOE,236.285
ES,2018,RA130,hydro_pumped,GEP,KTOE,212.296
ES,2019,RA130,hydro_pumped,GEP,KTOE,191.574
ES,2020,RA130,hydro_pumped,GEP,KTOE,300.172
ES,2021,RA130,hydro_pumped,GEP,KTOE,276.956
ES,2022,RA130,hydro_pumped,GEP,KTOE,387.962
ES,2023,RA130,hydro_pumped,GEP,KTOE,525.279
FR,2015,RA130,hydro_pumped,GEP,KTOE,426.233
FR,2016,RA130,hydro_pumped,GEP,KTOE,416.71
FR,2017,RA130,hydro_pumped,GEP,KTOE,441.415
FR,2018,RA130,hydro_pumped,GEP,KTOE,460.936
FR,2019,RA130,hydro_pumped,GEP,KTOE,400.582
FR,2020,RA130,hydro_pumped,GEP,KTOE,386.994
FR,2021,RA130,hydro_pumped,GEP,KTOE,372.382
FR,2022,RA130,hydro_pumped,GEP,KTOE,475.319
FR,2023,RA130,hydro_pumped,GEP,KTOE,360.645
IT,2015,RA130,hydro_pumped,GEP,KTOE,123.142
IT,2016,RA130,hydro_pumped,GEP,KTOE,156.939
IT,2017,RA130,hydro_pumped,GEP,KTOE,157.004
IT,2018,RA130,hydro_pumped,GEP,KTOE,147.578
IT,2019,RA130,hydro_pumped,GEP,KTOE,157.78
IT,2020,RA130,hydro_pumped,GEP,KTOE,167.108
IT,2021,RA130,hydro_pumped,GEP,KTOE,179.725
IT,2022,RA130,hydro_pumped,GEP,KTOE,162.783
IT,2023,RA130,hydro_pumped,GEP,KTOE,133.362
NL,2015,RA130,hydro_pumped,GEP,KTOE,0.0
NL,2016,RA130,hydro_pumped,GEP,KTOE,0.0
NL,2017,RA130,hydro_pumped,GEP,KTOE,0.0
NL,2018,RA130,hydro_pumped,GEP,KTOE,0.0
NL,2019,RA130,hydro_pumped,GEP,KTOE,0.0
NL,2020,RA130,hydro_pumped,GEP,KTOE,0.0
NL,2021,RA130,hydro_pumped,GEP,KTOE,0.0
NL,2022,RA130,hydro_pumped,GEP,KTOE,0.0
NL,2023,RA130,hydro_pumped,GEP,KTOE,0.0
PL,2015,RA130,hydro_pumped,GEP,KTOE,51.849
PL,2016,RA130,hydro_pumped,GEP,KTOE,41.465
PL,2017,RA130,hydro_pumped,GEP,KTOE,40.785
PL,2018,RA130,hydro_pumped,GEP,KTOE,35.891
PL,2019,RA130,hydro_pumped,GEP,KTOE,60.745
PL,2020,RA130,hydro_pumped,GEP,KTOE,70.391
PL,2021,RA130,hydro_pumped,GEP,KTOE,65.485
PL,2022,RA130,hydro_pumped,GEP,KTOE,90.294
PL,2023,RA130,hydro_pumped,GEP,KTOE,113.888
TR,2015,RA130,hydro_pumped,GEP,KTOE,0.0
TR,2016,RA130,hydro_pumped,GEP,KTOE,0.0
TR,2017,RA130,hydro_pumped,GEP,KTOE,0.0
TR,2018,RA130,hydro_pumped,GEP,KTOE,0.0
TR,2019,RA130,hydro_pumped,GEP,KTOE,0.0
TR,2020,RA130,hydro_pumped,GEP,KTOE,0.0
TR,2021,RA130,hydro_pumped,GEP,KTOE,0.0
TR,2022,RA130,hydro_pumped,GEP,KTOE,0.0
TR,2023,RA130,hydro_pumped,GEP,KTOE,0.0
DE,2015,RA130,hydro_pumped,GEP,TJ,21315.6
DE,2016,RA130,hydro_pumped,GEP,TJ,20116.8
DE,2017,RA130,hydro_pumped,GEP,TJ,21618.0
DE,2018,RA130,hydro_pumped,GEP,TJ,22212.0
DE,2019,RA130,hydro_pumped,GEP,TJ,21384.0
DE,2020,RA130,hydro_pumped,GEP,TJ,23594.4
DE,2021,RA130,hydro_pumped,GEP,TJ,19134.0
DE,2022,RA130,hydro_pumped,GEP,TJ,21423.6
DE,2023,RA130,hydro_pumped,GEP,TJ,19594.8
ES,2015,RA130,hydro_pumped,GEP,TJ,11620.8
ES,2016,RA130,hydro_pumped,GEP,TJ,12490.848
ES,2017,RA130,hydro_pumped,GEP,TJ,9892.8
ES,2018,RA130,hydro_pumped,GEP,TJ,8888.4
ES,2019,RA130,hydro_pumped,GEP,TJ,8020.8
ES,2020,RA130,hydro_pumped,GEP,TJ,12567.6
ES,2021,RA130,hydro_pumped,GEP,TJ,11595.6
ES,2022,RA130,hydro_pumped,GEP,TJ,16243.2
ES,2023,RA130,hydro_pumped,GEP,TJ,21992.4
FR,2015,RA130,hydro_pumped,GEP,TJ,17845.528
FR,2016,RA130,hydro_pumped,GEP,TJ,17446.817
FR,2017,RA130,hydro_pumped,GEP,TJ,18481.151
FR,2018,RA130,hydro_pumped,GEP,TJ,19298.48
FR,2019,RA130,hydro_pumped,GEP,TJ,16771.561
FR,2020,RA130,hydro_pumped,GEP,TJ,16202.668
FR,2021,RA130,hydro_pumped,GEP,TJ,15590.873
FR,2022,RA130,hydro_pumped,GEP,TJ,19900.67
FR,2023,RA130,hydro_pumped,GEP,TJ,15099.473
